{ value: 0.019439697265625, runtimeInMilliseconds: 1041916 }
{ value: 0.0285797119140625, runtimeInMilliseconds: 896556 }
{ value: 0.03125, runtimeInMilliseconds: 963570 }
{ value: 0.01904296875, runtimeInMilliseconds: 863522 }
{ value: 0.0103302001953125, runtimeInMilliseconds: 945110 }
{ value: 0.023193359375, runtimeInMilliseconds: 751588 }
{ value: 0.025726318359375, runtimeInMilliseconds: 721798 }
{ value: 0.023529052734375, runtimeInMilliseconds: 723653 }
{ value: 0.021697998046875, runtimeInMilliseconds: 782850 }
{ value: 0.0216522216796875, runtimeInMilliseconds: 806967 }
{ value: 0.014007568359375, runtimeInMilliseconds: 783716 }
{ value: 0.0135498046875, runtimeInMilliseconds: 836199 }
{ value: 0.02105712890625, runtimeInMilliseconds: 844580 }
{ value: 0.0152587890625, runtimeInMilliseconds: 842547 }
{ value: 0.028045654296875, runtimeInMilliseconds: 821371 }
{ value: 0.0174713134765625, runtimeInMilliseconds: 949836 }
{ value: 0.0185394287109375, runtimeInMilliseconds: 909426 }
{ value: 0.0429229736328125, runtimeInMilliseconds: 994589 }
{ value: 0.0108184814453125, runtimeInMilliseconds: 993864 }
{ value: 0.0180511474609375, runtimeInMilliseconds: 892285 }
