1.0,0.0,0.49207790696767856,24.372
1.0,1.0,0.4950724899314452,19.013
1.0,2.0,0.495187391012059,7.542
1.0,3.0,0.49515382072320235,6.638
1.0,4.0,0.49515493122650606,9.685
2.0,0.0,0.49680382421222813,81.039
2.0,1.0,0.4978629923497606,73.242
2.0,2.0,0.4978897583586498,14.268
2.0,3.0,0.4978721095233546,12.35
2.0,4.0,0.4978720735326481,10.402
2.0,5.0,0.49787267986676215,14.996
3.0,0.0,0.49854274812123645,412.863
3.0,1.0,0.4989977162208284,259.899
3.0,2.0,0.4990051461767755,25.929
3.0,3.0,0.4989969147528528,21.497
3.0,4.0,0.49899667863402275,24.606
3.0,5.0,0.4989966735215793,20.687
3.0,6.0,0.4989969834282101,30.539
4.0,0.0,0.49930213927622175,2119
4.0,1.0,0.4995138942035524,1136
4.0,2.0,0.49951629560862165,86.399
4.0,3.0,0.49951240679200654,65.968
4.0,4.0,0.49951222245527926,39.693
4.0,5.0,0.4995122121282879,42.801
4.0,6.0,0.49951221195679,42.945
4.0,7.0,0.49951236779282215,81.942
5.0,0.0,0.49965828554578867,7635
5.0,1.0,0.499760536306419,3765
5.0,2.0,0.49976142842929777,441.515
5.0,3.0,0.4997595490767937,201.533
5.0,4.0,0.49975943960744096,141.88
5.0,5.0,0.4997594319211338,122.434
5.0,6.0,0.4997594316011432,99.675
5.0,7.0,0.49975943159548925,113.238
5.0,8.0,0.49975950963513527,209.442
6.0,0.0,0.4998308915649879,34667
6.0,1.0,0.4998811453393417,16741
6.0,2.0,0.4998815166173529,2009
6.0,3.0,0.4998805941539746,874.703
6.0,4.0,0.4998805350409071,465.245
6.0,5.0,0.49988053050940245,414.789
6.0,6.0,0.4998805302720746,223.405
6.0,7.0,0.4998805302620529,257.123
6.0,8.0,0.49988053026187074,299.332
6.0,9.0,0.49988056929990793,514.228
