1.0,1.0,0.06402990035738676,0.06457302544853805,577.8298274046887,201.862334779
1.0,2.0,0.06402990035738676,0.06457302544853805,577.8298274046887,190.478057969
1.0,3.0,0.06402990035738676,0.06457302544853805,577.8298274046887,190.009952409
1.0,4.0,0.06402990035738676,0.06457302544853805,577.8298274046887,189.883738907
1.0,5.0,0.06405345702713083,0.06459658211828212,578.9884070483137,189.71272906
1.0,6.0,0.06598644695846734,0.06652957204961862,835.8096159125026,189.850909367
1.0,7.0,0.06517422417568308,0.06571734926683437,999.5658111744285,190.640006775
1.0,8.0,0.06500419135660762,0.06554731644775891,999.9999999999076,190.112381083
2.0,1.0,0.06822188294594278,0.06876500803709407,811.479590759989,188.985898085
2.0,2.0,0.06822188294594278,0.06876500803709407,811.479590759989,189.053744397
2.0,3.0,0.06822188294594278,0.06876500803709407,811.479590759989,189.525951461
2.0,4.0,0.06822188294594278,0.06876500803709407,811.479590759989,188.856683399
2.0,5.0,0.06808316275573278,0.06862628784688407,817.4274827394189,189.295295746
2.0,6.0,0.06559504105152958,0.06613816614268087,967.0170533458551,189.540847013
2.0,7.0,0.06499360712257107,0.06553673221372236,999.9998197686002,190.437985984
2.0,8.0,0.0650032441114835,0.06554636920263479,999.9999975674365,191.013643011
3.0,1.0,0.06583267461822695,0.06637579970937824,876.5302543845795,189.74494008
3.0,2.0,0.06583267461822695,0.06637579970937824,876.5302543845795,187.557046038
3.0,3.0,0.06583267461822695,0.06637579970937824,876.5302543845795,188.09091742
3.0,4.0,0.06583267461822695,0.06637579970937824,876.5302543845795,188.388082273
3.0,5.0,0.06579778036124351,0.0663409054523948,881.9190850677453,188.566889152
3.0,6.0,0.06520725816884598,0.06575038325999727,982.7307843006466,189.066952037
3.0,7.0,0.06500359806254985,0.06554672315370114,999.9999268336703,189.921587758
3.0,8.0,0.06500419090387999,0.06554731599503127,999.9999999999969,190.272055143
