1.0,0.5,0.0025081575976500584,3.168
2.0,0.4375,0.001486266885295854,2.429
3.0,0.4531250000000001,0.00026541104143686794,2.616
4.0,0.45312500000000017,0.0002654110414369894,3.005
5.0,0.46191406250000017,1.4528661284937162e-5,3.821
6.0,0.4624023437500001,9.72843169771585e-6,5.961
7.0,0.4636230468750001,1.926071975178389e-6,11.556
8.0,0.46395874023437506,8.314146589441908e-7,26.491
9.0,0.46436691284179704,1.1093932053281123e-7,65.062
10.0,0.464479446411133,3.0110331152157855e-8,180.48
11.0,0.464538335800171,8.105426454340812e-9,541.582
12.0,0.4645661115646363,2.565432190460178e-9,1669
13.0,0.464586064219475,5.000439201569657e-10,4641
14.0,0.4645937085151674,1.3279746367565238e-10,12105
15.0,0.46459773462265747,3.382205418223761e-11,29840
16.0,0.46459976537153147,8.623203731798144e-12,81432
17.0,0.4646008047857324,2.1399924956393856e-12,185068
18.0,0.46460131724597903,5.421694265550026e-13,480009
