dice.dice	1	0.03
dice.dice	2	0.03
dice.dice	3	0.03
dice.dice	4	0.03
dice.dice	5	0.03
dice.dice	6	0.03
dice.dice	7	0.03
dice.dice	8	0.04
dice.dice	9	0.07
dice.dice	10	0.13
dice.dice	11	0.28
dice.dice	12	0.58
dice.dice	13	1.38
dice.dice	14	3.07
dice.dice	15	9.2
dice.dice	16	21.04
